,estado,edad,cuenta
977,Quintana Roo,50,849
978,Quintana Roo,51,687
979,Quintana Roo,52,678
980,Quintana Roo,53,657
981,Quintana Roo,54,584
982,Quintana Roo,55,564
983,Quintana Roo,56,499
984,Quintana Roo,57,473
985,Quintana Roo,58,436
986,Quintana Roo,59,383
987,Quintana Roo,60,368
988,Quintana Roo,61,361
989,Quintana Roo,62,291
990,Quintana Roo,63,292
991,Quintana Roo,64,222
992,Quintana Roo,65,228
993,Quintana Roo,66,180
994,Quintana Roo,67,165
995,Quintana Roo,68,135
996,Quintana Roo,69,106
997,San Luis Potosí,26,1
998,San Luis Potosí,27,2
999,San Luis Potosí,28,1
1000,San Luis Potosí,29,2
1001,San Luis Potosí,30,1
1002,San Luis Potosí,31,4
1003,San Luis Potosí,32,2
1004,San Luis Potosí,33,1
1005,San Luis Potosí,34,4
1006,San Luis Potosí,35,9
1007,San Luis Potosí,36,16
1008,San Luis Potosí,37,13
1009,San Luis Potosí,38,19
1010,San Luis Potosí,39,151
1011,San Luis Potosí,40,1270
1012,San Luis Potosí,41,1073
1013,San Luis Potosí,42,1080
1014,San Luis Potosí,43,987
1015,San Luis Potosí,44,1065
1016,San Luis Potosí,45,954
1017,San Luis Potosí,46,969
1018,San Luis Potosí,47,937
1019,San Luis Potosí,48,854
1020,San Luis Potosí,49,881
1021,San Luis Potosí,50,882
1022,San Luis Potosí,51,787
1023,San Luis Potosí,52,754
1024,San Luis Potosí,53,690
1025,San Luis Potosí,54,622
1026,San Luis Potosí,55,561
1027,San Luis Potosí,56,538
1028,San Luis Potosí,57,468
1029,San Luis Potosí,58,499
1030,San Luis Potosí,59,421
1031,San Luis Potosí,60,428
1032,San Luis Potosí,61,346
1033,San Luis Potosí,62,319
1034,San Luis Potosí,63,315
1035,San Luis Potosí,64,290
1036,San Luis Potosí,65,252
1037,San Luis Potosí,66,246
1038,San Luis Potosí,67,189
1039,San Luis Potosí,68,192
1040,San Luis Potosí,69,164
1041,Sinaloa,25,2
1042,Sinaloa,26,4
1043,Sinaloa,28,3
1044,Sinaloa,29,4
1045,Sinaloa,30,4
1046,Sinaloa,31,9
1047,Sinaloa,32,15
1048,Sinaloa,33,26
1049,Sinaloa,34,52
1050,Sinaloa,35,139
1051,Sinaloa,36,178
1052,Sinaloa,37,220
1053,Sinaloa,38,325
1054,Sinaloa,39,501
1055,Sinaloa,40,988
1056,Sinaloa,41,1025
1057,Sinaloa,42,1049
1058,Sinaloa,43,1001
1059,Sinaloa,44,1037
1060,Sinaloa,45,1025
1061,Sinaloa,46,957
1062,Sinaloa,47,963
